num_qubits,circuit_depth,num_shots,num_cnot_gates,completion_time
46,60,6511,43,34.51562982672366
13,150,9561,30,50.877763051703745
58,50,2168,22,37.737001975550115
16,113,7262,29,43.33737613857582
61,141,9159,25,53.46680661661884
65,77,5862,40,44.81610766058936
52,91,8509,49,36.166382655985544
36,88,1243,26,31.61763449755205
16,21,5108,5,23.505271367854053
58,193,6617,29,62.951039229068066
14,54,2264,21,27.35229346070195
42,191,3788,13,51.15171890591997
44,66,6585,5,31.446644778386776
67,48,8610,28,46.98158112317027
98,77,9104,9,51.98123802876472
32,104,7771,49,37.45949274306904
69,186,1648,36,57.523354899077276
25,42,4158,17,29.38039837999318
74,55,2886,42,42.49820001273999
64,111,5416,21,48.29815543203677
99,165,8315,43,73.61186257711182
46,157,2234,22,51.9363601895691
18,88,2428,9,33.03120911977812
52,77,6897,17,33.1075253462851
11,40,7855,30,31.5371014582473
36,115,5607,34,42.222159757673325
61,154,4752,6,40.683669132606326
69,120,1776,17,46.95885417980647
90,185,5307,38,61.39426565451666
80,128,1983,32,57.97712587965074
83,178,7866,34,68.67898875059228
32,159,5729,5,46.58813340611706
71,128,1399,22,49.713883864025206
71,163,4941,30,64.51263614840275
77,120,2409,8,48.166346967204234
83,61,5351,30,42.97419741558525
80,160,1868,35,56.11359605695061
40,113,2321,32,40.6814776456199
43,31,6283,9,29.26919640658184
64,110,8982,7,56.16769104937367
22,195,2031,49,53.36052883826828
95,174,5643,15,63.72906287573997
18,101,4653,23,42.83623461106631
15,182,5461,39,56.817678423889134
23,55,8278,29,32.404474181972105
59,29,1004,32,28.050966048897685
73,78,6840,12,43.81669014388737
67,39,3928,30,30.164357765934263
75,135,1477,11,52.59219676711225
28,88,9560,7,42.83743225058746
14,30,1360,48,16.4631417927694
43,103,7159,33,42.39234300862242
88,190,2210,18,61.119465054735954
23,131,2659,38,45.70173156363686
57,129,5990,6,49.82892270491624
82,140,1979,13,53.38706704859365
24,53,5906,37,27.143093350644467
40,172,8464,34,56.76434568851288
51,151,3709,7,48.246442205304845
32,141,6310,7,46.40610055612013
95,173,1440,32,65.59573591841993
97,94,4582,11,48.169859362763546
99,112,9789,8,55.11083287917309
67,127,8374,8,47.6361060696788
83,122,4470,35,53.97868872676746
50,118,9247,46,48.18362396126982
94,123,4135,13,51.536440445310625
87,158,3228,38,59.90385556250663
91,40,6590,8,44.08299269223999
24,42,9992,25,40.61928426892473
55,118,4010,21,46.451985477421466
35,190,1247,43,64.07377935912106
49,131,4507,41,47.22020792541206
37,137,7406,13,49.89865845822706
22,145,8805,33,49.771199069364556
86,171,4816,12,52.804945274038644
17,102,1495,43,36.8993780620733
77,151,3472,43,60.20610842925959
46,75,2180,19,39.79762309395085
98,136,4554,14,57.06471435732668
23,151,1685,48,48.01236043570479
58,134,4896,45,51.78825077017385
30,156,7861,13,48.161359145429614
92,136,6931,34,63.15835295221821
93,90,9881,43,58.1519018120945
26,103,4386,22,38.98814916031584
91,165,2282,46,71.075214294833
65,194,5229,12,64.93611194130867
54,188,9229,15,59.085927613173915
24,198,6473,49,48.81198010784401
98,82,5221,26,49.711004583886115
10,198,2446,29,47.57506924564832
49,113,8485,17,41.181837054967076
59,172,1443,34,46.49688277479617
96,160,4730,48,69.13620500387738
85,127,6571,30,53.94338628410502
49,71,5418,13,33.928822017981766
16,77,6134,38,40.75124347463289
77,184,5893,27,57.21534197855408
62,54,8198,6,29.508857304277164
99,197,4952,24,69.13293235831753
21,61,4891,8,25.387587526804708
66,171,6543,6,53.68731815622234
17,109,4247,7,29.930853189553716
75,124,6412,26,56.85273145320467
60,155,8709,22,55.97500015799488
14,190,1627,45,57.26855004066487
17,31,5585,21,29.676152826311885
19,199,1238,46,59.68895294435175
90,27,6141,5,38.83723159351119
14,151,8205,41,48.78391956261878
26,37,2183,29,38.449147749984306
91,118,4238,25,52.33323826825733
44,151,7337,16,56.68362512610302
84,180,1338,41,78.20520713875857
27,76,7764,38,36.996212148034715
22,108,2239,28,28.7843189231305
19,142,3919,49,48.26755860928992
12,112,5148,5,27.75578995348617
28,44,3642,32,29.392690780950414
19,192,1170,44,58.779061435143305
67,134,9054,42,55.683147179499706
11,183,9105,8,48.889734599269836
41,66,1855,10,31.39655016257809
16,177,9509,39,54.07042493258964
70,168,2012,28,61.68047659156261
75,39,5249,15,41.10579149166277
34,194,2589,25,54.338145000997976
51,152,4930,20,51.03989330375277
20,29,3756,25,24.047724271677534
30,67,9711,35,40.70089062119483
34,95,6919,27,35.373834382414906
48,115,8796,16,41.399243821639466
40,30,9427,21,36.22126553004257
86,27,1534,25,34.75864867256333
48,182,8449,17,55.704112254550296
23,160,4841,10,53.38026441470201
12,198,7748,8,57.08271868371116
61,54,7046,43,42.50578746764727
30,76,9115,43,46.217894255208364
52,95,4967,34,41.5176666370238
85,145,7602,6,58.24286206299305
98,186,4867,44,71.04438037474475
98,159,6994,40,64.64552808988533
71,38,4460,12,33.859651728718845
27,54,5935,7,32.13196208028846
17,152,4591,49,49.213189000518234
60,172,5433,19,51.838312397535724
97,68,2487,10,42.83242841499476
74,32,9781,45,41.09420304262001
90,98,5799,13,41.766820615046335
67,129,3196,30,54.16957970658916
69,91,3836,10,43.22754230237928
22,28,9004,44,30.57682981202175
26,85,5130,45,39.62114193390907
29,163,8598,8,46.31370935085248
54,115,5035,32,33.20924027155958
13,82,9732,34,41.98220779148322
84,147,9952,23,66.0601747964657
99,113,8863,23,62.621873162657586
51,188,3866,32,62.762655152577686
38,187,7100,22,57.55846193298832
33,73,6322,27,40.58874068483975
24,124,5636,14,44.12818147052008
92,80,1523,28,51.7720511027974
61,133,5219,32,57.93081477310828
96,32,6577,24,51.01263740856873
73,184,9111,13,70.77811867909173
53,44,7453,22,34.54150869768375
51,52,1364,46,27.68801637888915
54,126,3390,16,37.97290945899915
16,109,4672,6,28.8273984426378
45,129,8161,41,55.35440927118164
21,26,1139,24,22.826907352375922
51,146,4157,12,54.82981500185032
97,29,8505,47,36.41556081033877
68,26,4155,28,31.484938418480226
83,146,6987,44,65.1637197147318
36,108,7481,44,50.96919091711203
37,180,3595,14,40.912477441420876
56,23,9998,6,30.846073891627523
49,156,4653,25,47.83702021695231
75,42,9472,49,24.784454282329246
46,175,2625,20,56.876189868974095
12,198,4283,26,49.46400712206443
64,20,3621,13,37.15982364546498
41,138,8816,36,50.9251476513271
12,125,6938,12,34.30007335944053
33,49,7606,25,36.60048228206576
11,134,6223,19,40.01414166194569
62,120,1944,49,44.93784819736261
80,58,2830,44,42.324556061478404
49,28,6957,37,34.21454217661393
66,107,8308,17,48.812545552714425
80,159,4727,12,53.150566337757304
48,171,7482,18,62.1635457612766
38,182,3779,11,57.622796793562294
44,30,7683,16,30.799741088782124
95,29,8692,39,57.55054392572312
56,66,3210,44,30.982946491581487
25,119,4973,25,35.17778033291755
71,29,7375,14,36.512343314573684
30,103,4827,30,37.65613552008304
28,48,9604,14,40.5328341844854
15,122,6731,36,50.81778374690718
34,71,8189,11,35.57473143909602
11,30,2509,9,29.89345196682944
65,96,8928,36,50.09488830996866
42,176,8038,37,58.505222344373344
11,159,7891,19,53.26211180600154
92,168,1591,15,67.91930814663587
90,87,7584,33,48.96000345466626
63,134,7531,13,45.23699670201917
60,84,2672,22,35.46409610121406
17,180,7333,41,60.93896206398693
14,33,7185,38,29.103900852899017
81,108,4522,14,45.07234343629203
18,69,2826,25,32.98397863448394
91,111,8797,34,64.94420207996501
72,183,9562,41,64.52815079803905
19,24,9932,29,34.174236462384286
79,191,3519,48,75.81081195359384
71,58,3482,49,34.19103412840531
50,108,3464,48,53.182736197835055
32,97,5171,22,48.12928797423808
38,158,3964,40,49.32784473733545
64,25,7415,21,39.686409304291466
50,195,4088,20,67.70417287467157
36,80,8032,13,32.56641270931372
82,166,9953,48,70.25555153249104
48,82,5034,47,42.56910206722086
53,164,9617,17,54.045381007426826
33,192,2463,29,58.26320536018396
93,197,2879,29,73.35548457978052
20,198,6407,20,49.962088774351145
11,24,2390,12,16.87630348582065
56,173,5863,43,64.05886318139662
28,66,6748,24,34.742110214393556
47,102,6563,17,39.40703715186857
59,42,1132,28,29.927219158611642
85,76,3835,10,38.2730537704197
91,170,7204,40,63.4761972833228
10,149,4164,9,35.584896311228185
79,131,9203,27,63.60975429780598
71,43,8912,22,47.24771246649694
29,186,8701,7,64.08536888951139
84,124,8895,22,62.61909427255801
37,106,2674,34,41.99453675566585
56,182,8448,23,57.59785528998133
50,61,4700,33,31.707662005496793
53,40,9252,5,32.54426355174044
40,24,4497,25,30.716547208052766
15,174,7479,24,44.2877418749493
61,95,1930,25,47.79747926902072
57,22,5323,47,40.58909175746119
16,115,7799,21,41.09799252812843
92,122,8809,15,53.09009951427264
96,76,8804,16,59.27098633949844
52,142,3322,16,45.914857963998884
52,175,7315,15,54.07068825131216
40,169,6605,38,57.63290181371558
81,90,7878,28,50.54152743044578
12,62,3428,17,24.109199122861014
72,169,5266,28,61.437387561720335
43,145,4673,35,53.34667767134623
30,190,9507,31,49.66337899975887
69,167,4729,7,63.66296230648304
17,194,7090,29,49.72724491816135
72,53,8436,28,42.80341445536157
31,54,3854,29,32.919635432567944
67,151,5780,27,54.31833062155328
50,123,1861,33,36.521327624597504
27,96,8132,45,39.202144092270565
60,59,1227,32,24.500273837672097
64,171,6815,5,65.0773523069335
15,49,2501,28,33.96273932132637
67,187,4387,8,69.70980732014594
93,122,6646,43,61.37093517342675
25,39,1095,49,31.878720404257585
20,125,8906,41,51.63090112876688
50,188,1989,43,60.782133308481725
18,79,4764,48,30.99581350982223
86,128,9028,21,63.121897587681715
40,47,6104,35,34.61920831588454
64,30,7090,13,42.21133292435062
96,112,6908,7,43.921659687476236
19,114,6913,13,46.01636528483314
24,103,9366,42,35.433650247830556
95,101,5846,44,54.5620239023905
84,161,5426,21,59.059125980291505
68,195,8558,9,67.94235173294285
65,98,2475,46,46.25688858141915
68,157,2400,20,48.98025061572813
75,99,4093,27,38.57543279579646
33,154,8490,12,43.89089482269106
12,110,9021,8,39.087257055768454
77,195,3405,11,56.598538794878024
14,51,2981,43,34.17257283021539
12,93,1073,13,24.85312836709619
52,178,9775,43,63.69117718882942
89,151,6156,26,64.79778313043649
94,120,9418,20,51.055415198529644
98,28,1352,9,46.885396455916165
82,171,4139,24,58.579215474194584
38,160,8723,35,54.00877382549036
34,31,5306,27,24.490733568687386
71,51,3499,40,34.995567399661866
79,190,6793,13,64.86740029965814
27,40,7724,5,34.362131539557275
25,25,4262,42,34.78606268234085
23,94,6403,38,40.75014959512784
70,175,7829,13,65.64055989099178
46,77,4014,21,31.838118164430412
96,151,9018,45,70.58387997285585
34,56,6050,45,30.266692382448976
30,128,1512,9,35.62607268908848
32,192,1780,36,51.09308745054964
40,22,4440,31,32.31472186500755
58,35,5129,37,39.86874319981266
37,160,9184,21,46.188938332095866
84,126,3612,7,51.467209710688
72,194,9752,35,72.8254886214917
20,139,9145,25,48.313892151818024
13,72,7320,17,30.972827581988625
61,63,7030,19,41.81718954903118
38,157,7564,6,46.82433815021455
19,34,7968,6,20.75906634814808
19,55,8983,22,30.158292535860635
58,128,8270,35,55.320393444757066
76,150,1431,12,51.75336490740117
46,89,5359,13,45.6309041052135
53,199,8525,33,67.37245900611694
36,166,1660,13,50.299666172513746
84,48,5582,43,43.80025684366723
43,123,2548,33,42.72879498805424
39,170,6443,36,52.99605468023621
46,42,4501,28,32.269476617856256
64,179,5732,6,57.73236025056267
42,28,1121,13,22.125880807625173
84,49,9829,48,52.387958081859246
67,69,3116,20,39.07703693331883
86,63,3877,21,48.70079930552198
25,58,5281,36,31.104118619500856
65,165,9026,12,58.785966075682765
27,90,3981,7,40.63975328486317
18,51,8797,29,32.767259269861086
82,83,8527,14,43.94027925356075
53,92,9780,14,43.78324769475852
10,83,2509,5,33.64922160346576
21,97,7012,46,37.99701435432368
72,84,4498,37,43.902674911747546
51,136,5792,44,41.095662769666944
37,95,8538,13,39.46520852123565
32,73,1680,43,29.853504195057038
17,177,7494,7,51.69095209339399
22,131,7094,21,35.99392490399814
38,53,7737,41,24.08656915746257
70,69,1168,31,39.371620902380414
91,140,4063,7,54.579981069827085
92,83,6473,25,55.14084944394093
26,91,3598,45,43.55075120555277
30,119,8078,21,43.951019825841804
17,126,5016,20,34.726322588160876
15,170,4940,20,35.97034958868592
34,60,6918,9,30.897065931246335
64,142,5706,49,55.9585883699106
83,183,4203,21,68.53902816347174
63,22,6209,49,36.177015011454266
74,71,6964,26,48.67094268310108
27,53,2451,39,31.541707316787384
34,32,2947,45,29.964559658941496
58,142,3202,12,50.38604258263562
82,88,3489,44,52.79569514131918
13,145,2720,12,38.78537289912389
64,54,5775,37,38.37225254380839
20,129,1472,23,31.09358067843107
92,119,3244,11,41.79215017173341
89,36,7388,14,35.65733819179854
62,118,2744,17,47.120783576541
89,169,3153,15,54.17325668129965
80,162,5204,8,55.51002889873104
45,108,1758,16,27.073889883916813
98,185,5263,27,66.88368549781188
58,32,9500,29,31.163356831074992
28,28,2760,21,24.899596352796635
26,164,7682,12,41.24483184225256
55,189,7310,17,60.95914123471565
30,111,4274,22,39.57871839091783
92,179,2746,8,62.014215097978514
80,188,2954,33,72.15703611136193
36,26,4507,42,26.486434499260977
71,169,3812,12,52.82705586621052
26,53,8568,40,24.231530151081937
59,64,6160,19,38.71665965113197
58,163,9017,45,60.627286000007715
43,188,8121,34,67.20462004449041
61,125,4175,18,42.578382039631315
33,145,8074,33,60.48991961910107
85,43,6429,24,48.43463865551381
91,37,8247,24,48.74345204988954
22,65,8599,15,35.6756111383154
19,53,9893,47,31.357038317382546
64,146,8147,37,63.237670778718865
55,141,3323,36,55.327174626845476
89,182,4861,37,64.07155574498502
22,140,6951,44,48.66078762902819
39,86,3826,7,32.55939703196016
56,51,1597,32,40.56606865036927
66,183,6888,14,65.36384349803095
77,23,3089,43,27.561977841691785
14,138,9327,36,44.79120014584582
38,78,2366,6,29.840050202487117
53,90,8506,14,48.95665287009915
43,180,3046,22,54.63184094410575
15,56,7781,32,25.394679211761137
77,30,6337,14,44.019875066936706
60,74,1774,42,35.72593389160204
32,43,4007,10,25.889384948652932
38,193,9623,49,75.98140292540349
63,192,9102,26,56.55004213606184
17,54,1842,19,20.796770040376895
24,153,2230,48,42.97892351214739
16,127,1188,44,36.837349436944706
65,130,4266,42,56.897236501674335
69,160,5337,26,61.14292903046303
91,177,4158,14,57.38234072767295
72,70,1774,48,30.57057391150457
57,63,6325,36,26.323062727828116
19,151,8279,7,40.781361613216
84,81,1502,27,43.95802487039922
73,48,2535,30,41.75446282543867
19,198,8353,47,66.15891521625164
58,171,2260,32,58.224940093697164
95,147,1237,34,61.87023384809686
65,151,1333,16,44.05402470276943
62,52,5445,26,31.144467637566
25,144,1473,26,44.550534413867176
46,166,8450,5,53.90312839836277
81,39,2898,39,40.555605015410755
50,37,8590,26,31.007487278908798
60,199,7252,36,62.20983970589102
14,77,3438,41,31.269025554679644
28,95,5411,45,34.820380741128304
27,35,8221,37,31.808083495109518
99,83,3955,10,53.164649523036566
16,120,7721,29,34.49034605557042
48,79,9117,21,46.328716473255774
51,62,8640,42,39.00564283034089
59,150,1651,23,53.728170846883415
81,187,7485,9,70.29887806899471
47,28,9920,30,40.6812351702616
98,99,8940,39,55.084312286011354
59,142,4143,13,54.23090242426841
46,126,1060,43,52.0003380143559
52,122,4655,20,42.92113349471123
43,20,9031,25,34.56926109996701
34,179,6505,37,56.87765569908777
13,112,4655,20,32.198516978568364
86,30,4564,24,38.82013130956116
12,162,6474,23,44.78356397847821
40,38,2057,5,27.873066753321076
26,53,6769,46,26.252145890838754
20,37,8537,14,26.983963726731478
70,67,4866,24,31.9950933322661
12,27,8193,26,33.05887055751034
80,194,7580,15,62.612913472655684
60,121,3116,15,35.935814472128364
22,44,1217,29,21.47773750961898
58,106,2375,11,46.09960218068973
64,98,7449,27,51.54313247753717
11,77,2545,24,28.910274046939882
73,37,4990,14,40.46136724401096
50,85,7920,17,48.868679546658925
68,113,8693,9,50.19909866128056
30,180,1201,26,49.60084008955352
29,58,5306,26,32.44019723476126
11,74,8814,41,34.65199693051083
38,56,3755,48,30.64755396519443
28,174,1833,47,48.05472652998386
72,189,6051,13,65.01437154563038
52,57,8995,40,36.34331008051065
17,141,5684,40,46.025068762828
27,79,8460,35,37.31110976221562
15,181,8178,31,54.53611590840878
55,148,2315,34,50.95096141575951
11,183,6550,22,53.46775676562756
39,112,5576,7,46.31301298992903
88,54,8529,23,52.807408390937375
14,59,7034,44,37.82512741174623
22,87,8254,47,39.15310163490084
37,198,9333,10,67.4236463822163
55,53,1311,15,26.125850804247296
24,167,1328,16,43.92188142050489
93,88,5015,36,50.52088985346867
92,149,6564,42,67.7972896430152
71,102,7019,34,53.50906828374086
72,73,8873,37,52.50685516237936
62,38,8021,41,42.347562399965256
48,195,9535,18,66.01673378418589
70,49,6583,20,44.775304873323336
30,55,7989,31,37.17726499750799
67,34,5365,34,30.648417356964046
92,81,3465,15,39.8829400619599
95,128,9246,19,60.96430241304137
10,195,5851,8,45.54539334310416
14,84,6167,20,31.34073326922208
70,73,6864,8,43.96371475146213
56,109,8629,38,48.62304632404248
49,133,1992,20,46.90660787406203
47,133,7012,22,48.99003149869885
99,170,5629,28,70.21670635281008
34,152,5103,37,54.95536843088476
89,181,9788,36,72.24517530502304
10,172,5036,42,48.33688022390374
23,166,2443,7,45.7856901870381
68,75,3055,39,38.42617938911232
33,113,5488,25,38.972071615958356
38,167,8911,35,57.51026808443663
38,41,9361,15,29.46238627181628
53,131,9269,25,49.15691109488303
95,137,7796,8,59.7870263054362
84,62,6505,18,40.18087893890603
99,79,5152,36,64.5734672959903
65,152,4521,17,54.47872138050435
60,75,7890,13,48.493166847620614
19,158,1503,37,47.61112384550234
61,140,6496,22,46.779451794716685
59,179,7230,23,53.85342913092046
50,152,1649,39,55.43845402995012
29,92,4974,36,39.587191257585125
29,83,7188,41,38.40174662366513
45,35,7630,30,31.61432343312141
52,193,6324,40,66.35423797245258
66,116,4488,37,49.353898490458256
46,158,7047,28,52.91378222601567
29,28,5269,16,26.951562300222424
95,128,1968,44,67.20165903569018
64,91,9816,34,56.404771336242064
43,43,5242,14,29.029093922396115
93,55,9165,33,49.032205459023416
34,56,3587,34,27.81827231913768
57,49,4685,45,27.11748901381197
67,54,4959,20,45.74397984164832
25,193,2954,11,54.497270806916006
15,76,1781,7,28.11267341729518
73,190,1859,18,66.30414957641189
57,159,5976,9,53.556745199008304
10,64,7981,37,38.11022887260293
98,79,9225,5,51.6079174548031
67,48,6891,29,35.080582876860824
60,39,5913,45,32.94412259527885
60,72,2347,10,34.634490846015105
80,53,9840,47,42.31759225373874
62,182,1959,19,59.79458453162864
59,165,2095,34,54.45670617916126
49,123,9974,12,46.3439499593389
32,66,4799,23,28.63528658066666
32,25,1814,27,28.23577696413568
52,39,4917,42,41.36720673581089
12,187,5018,29,45.14603551666562
98,193,3197,46,73.01030637552125
54,27,4981,12,25.75482292250164
19,136,1490,33,45.085050717289995
92,105,8453,24,57.9870687060374
82,182,1110,29,59.5518489620528
21,131,3363,15,46.071204698840404
63,62,8720,43,43.30282297114199
40,126,4670,20,30.606009481953826
78,166,1580,10,47.33203761746446
46,26,5674,45,15.199808021944538
94,44,4582,30,38.98758129500168
78,70,2655,39,41.33921641505442
39,22,1487,19,18.89933774189125
79,43,8479,14,40.39918223007103
74,48,2227,18,44.24894196182381
94,108,1581,8,49.169865320259184
29,52,1243,33,22.228500229737293
44,30,3284,21,35.51919321236208
99,65,4599,27,46.79441701221005
28,99,9742,17,53.44378708497848
50,36,8864,41,34.16779603046658
26,169,2937,18,48.607718079256344
20,156,8904,40,56.303968672536506
30,190,7330,46,61.28656103322349
47,79,6229,8,42.009421362041806
51,175,6723,9,59.780390407030836
33,50,4481,20,34.29733796180036
85,35,7755,46,34.45809586348683
21,82,5124,42,40.64725399249848
76,46,8641,23,49.02088879120776
15,46,8433,28,32.63402111382116
65,123,9316,27,51.81631543047587
32,178,3396,47,53.150715689223595
72,56,4624,31,40.188007513915686
49,44,5636,31,35.0389608399067
43,149,1759,21,55.454315267892206
65,23,7048,49,39.394922639540525
91,162,7271,37,74.16326861891672
52,126,7165,33,53.953998285421854
69,78,4664,31,41.46826856184343
85,171,2879,22,57.181064263395506
29,181,6010,27,56.42753584254498
91,169,1445,16,64.63997756227866
79,167,7934,6,57.19664472347999
94,61,8938,33,55.293667081209385
84,51,1207,28,40.777616705855515
41,40,2009,31,27.300765073374997
75,94,5721,25,41.64123002778945
24,174,3431,31,50.960532638326434
60,81,2033,15,38.54732011619183
23,115,5930,30,42.53017234008658
72,26,3138,27,31.42333470535534
41,105,4733,46,46.41522529618647
43,116,2739,13,40.49176710800649
42,196,7405,29,60.65987445301843
58,149,9799,40,63.77569833307
87,69,2893,49,45.12187863293954
37,67,5459,26,31.356046446163383
27,75,4208,47,30.771232800663007
50,79,6640,12,33.69837565847752
64,73,1094,10,29.461311037646038
61,144,2499,33,58.085769912979444
98,172,5819,39,72.13343571439917
25,178,6380,11,47.4091127709692
92,42,6761,36,48.24846461528692
16,67,2148,26,25.01991908125924
92,78,7756,30,55.291910300211654
16,170,6331,46,50.17814642803735
36,113,9690,30,44.49987596173367
47,94,4562,21,37.81177597377439
21,95,6821,43,45.92087811485584
93,185,2787,18,70.766052074817
83,106,2247,27,46.502941850105245
73,92,5678,33,52.364473518995254
68,112,1951,13,42.43460163986936
10,152,2944,22,45.46862565578211
23,109,7584,5,49.595897034981185
11,110,8646,31,41.36017315284019
86,171,3994,24,61.44176335352954
56,61,4203,49,44.82627087371744
75,105,6391,33,48.76693145257511
60,160,4636,17,51.63345153993658
55,34,3353,16,21.58558987782558
30,40,9465,13,34.392919958053525
12,130,8380,45,45.30006850403363
63,37,4180,27,34.72550801507272
81,108,6608,29,50.06721183529063
24,151,2100,29,40.3611993620491
74,188,2607,37,65.15134943070875
15,172,3754,25,45.37285490551786
80,148,6379,40,65.96747306748222
19,119,1811,30,35.8322650609016
23,89,5815,23,35.40959232093158
58,169,9827,40,58.31627755174965
36,99,5110,40,40.99914613020296
24,72,6103,25,35.174999216250335
19,156,2357,28,46.92061366730961
63,141,6886,7,49.61922415712042
55,110,6517,38,45.97908701254177
30,170,2875,11,50.42739140733915
48,162,1568,8,47.27844806192544
49,155,3246,9,47.60203324068745
77,69,5848,17,41.46247888476865
64,93,4010,40,51.25301879484954
33,175,6945,33,53.67250310704062
10,65,7357,46,34.36886741741366
36,123,5002,25,48.37206687764967
94,116,5642,20,46.57567866022001
83,130,4902,47,56.39895224522955
52,20,5952,25,37.48102019577356
63,47,5062,46,41.03591986032282
93,84,7367,28,65.14772407384773
38,122,9712,26,44.752710795087395
70,36,5169,24,25.299322846862907
56,104,7573,5,53.9017249663323
80,92,9009,47,63.023036426707506
42,97,6119,8,37.86842659232218
34,57,5855,26,31.062412714144735
96,76,6632,9,46.38175121205647
42,43,8084,21,37.36422455510196
77,145,5274,44,59.15841209218555
96,62,7397,7,47.394935271836886
68,139,7263,38,49.71757947238204
25,100,4933,35,30.252145988410845
23,75,8711,18,41.965104202797086
29,149,7110,47,55.00432860117057
58,114,2361,7,46.87810833963887
19,123,8780,34,38.29225225637941
96,118,6544,9,55.8764230550848
67,36,2120,31,34.85134523024564
34,37,9232,32,37.84055046216367
72,105,2370,38,39.64085435241568
98,98,4640,25,58.06323786111809
33,144,6034,29,46.690193107609
40,25,6152,43,25.89161781227473
94,184,8525,18,76.11986495419984
61,97,9527,27,52.99118117140115
45,198,8281,31,61.19284914581644
26,63,8492,10,29.987723436458666
25,124,9817,18,52.343312574951426
42,113,8685,28,55.35096644600178
97,196,9028,15,69.25138345352414
86,38,5700,7,44.00442361264563
29,92,3903,6,26.7831016445125
11,124,2315,36,34.01436509302931
88,38,1847,29,52.79796827593491
54,29,1356,25,29.561788796234595
41,80,8933,18,39.665567003836685
46,155,4555,28,53.032913285814516
91,177,2695,49,66.41212231517954
28,89,6295,11,28.05447312216952
51,117,5180,35,44.252042585986544
68,111,8638,28,54.49589579950071
74,20,1624,21,30.44970625266449
42,118,3587,46,44.43868404673291
33,86,2257,17,31.37064767223334
11,89,7242,23,33.28392310064791
73,67,7365,8,39.24505358781565
94,174,4372,35,64.08725172562103
99,77,7089,40,52.83868058904066
59,30,9933,30,43.40252600176263
35,168,9934,15,57.83666901317143
14,41,3579,36,16.11187453252638
87,108,3946,16,33.698399892288975
64,177,8563,8,58.85920519223785
20,137,7911,20,47.23234333865333
70,134,5129,15,53.062895113943036
78,119,4409,25,46.92538387159569
32,24,5787,48,28.415375318146587
82,149,8480,7,52.12587995038297
27,176,5924,45,52.350164840425485
15,99,8611,43,39.05842086534285
54,195,4172,38,61.51432524274263
56,199,8652,19,66.35265671027165
27,112,1163,27,36.62189038358162
54,60,8908,22,42.38680187960849
43,110,9401,45,45.33867015451585
36,67,9337,10,30.098927410436275
50,118,4033,16,46.06927995878736
69,63,6221,22,34.652814275152075
37,71,9013,37,34.91949094384128
36,56,8241,37,34.48170538689015
52,151,8204,5,42.28648062137073
14,70,1502,7,20.683917322359775
47,77,2522,41,38.221604719841054
47,78,3157,16,33.21124098123293
99,83,9574,21,51.035631588605774
53,23,4179,43,38.82501440379362
98,140,6214,7,56.70102546023213
92,32,7239,41,36.636321034787876
99,57,5345,8,33.40080860714947
46,70,6091,41,37.87967373455871
68,164,4355,29,54.05594775862523
85,117,8020,7,53.85247533287763
41,192,1595,19,50.719582827709594
28,48,2887,37,22.496374092437975
84,30,4158,13,36.12487525614663
53,87,9801,10,45.4733640851414
40,147,5243,40,59.116450036487265
63,183,1467,38,56.12782601435972
32,152,6787,49,51.500315006047956
61,108,9206,42,54.171495275793035
88,27,4370,6,35.2545623490891
74,173,4477,31,61.95394288082853
41,50,8593,15,27.66047178209512
62,57,7442,46,29.57637251352581
75,166,3391,47,63.41857816885974
34,93,9299,11,31.80333964902735
31,175,6535,35,61.905956916175455
35,83,3735,23,36.86260230006394
36,139,2390,23,44.9630848252449
56,57,2099,7,31.697979602600938
71,114,2873,26,45.38714849736061
69,104,4522,41,45.38325153322485
35,83,1846,34,33.52068418538862
73,165,8023,11,62.33141633866597
31,119,3254,11,32.208548496012114
21,139,3960,11,38.58608693889876
87,52,2847,14,45.56718534475062
38,176,6146,22,60.43783999463286
20,159,2833,35,42.44598182547718
31,53,4170,48,33.87113796783727
75,57,9299,17,42.431515076463604
97,161,6728,47,65.52369292042151
16,182,1681,8,46.57679162222865
92,59,8373,5,50.45742659446622
34,125,4942,39,39.98804865534718
47,49,9288,49,38.7732249324354
71,188,6460,18,66.74806026908172
85,47,7662,38,54.37906282234246
33,54,7404,47,31.41638482083206
53,137,9106,10,58.823085894506434
83,160,9596,9,60.951107728066106
45,155,8467,28,56.76613610783922
91,110,4696,49,56.65813379609977
31,196,5671,24,57.743312523257046
15,92,6787,19,31.42723271390882
64,63,7716,22,39.94653425948889
35,31,8248,17,24.492545565403795
64,26,1914,6,36.84988293407678
39,41,3183,5,26.96058005399959
74,151,9980,16,59.79624462651443
74,196,8424,8,68.33283455955284
92,173,9325,47,79.41882299033762
41,158,3804,6,39.974191777641884
68,45,4514,21,40.42642421695366
77,106,3859,33,41.22943673421659
57,195,6744,39,57.164552507313914
22,140,4076,46,38.95883544080181
29,27,1691,20,21.36322626269265
34,23,6142,45,28.71029426533454
76,186,5337,44,69.66755474755698
73,145,7772,49,62.884465596225574
27,88,1295,8,29.738555202091472
75,53,8928,33,48.55545274948214
44,145,7212,41,51.08647636657157
71,127,8769,30,54.31541697272309
99,36,4294,40,47.30084377876224
48,103,6132,37,37.149086638564576
87,23,8467,28,42.15785386353506
64,50,1943,32,37.31555170693041
50,22,9206,28,31.021379183786145
